,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10,"[0.0, 325.0, 3.2212058501295586, 8.2335186412698267, 42496, 0.0, 1.0, 3.0, 14.0]","[-2, 10469, 109.98057980579806, 392.1942529276792, 0, 0.0, 3, 35.0, 571.0]","[0.0, 33936.0, 17.983048233494841, 166.28238293323224, 22190, 2.0, 6.0, 15.0, 61.0]","[0.0, 399.0, 7.0293806588077485, 8.4647813359697306, 22465, 2.0, 4.0, 9.0, 24.0]","[0.0, 2298853.0, 18586.623237963027, 68099.187532892713, 2030, 826.0, 2548.0, 10031.0, 64643.599999999991]","[0.0, 31372.0, 109.22645591529221, 321.03330917371437, 21423, 8.0, 31.0, 98.0, 445.25]","[0.0, 4107.0, 13.897590361445783, 55.71005734647926, 3885, 1.0, 3.0, 10.0, 53.0]","[0.0, 1835.0, 13.133143228775827, 17.015055668948619, 54, 2.0, 8.0, 20.0, 42.0]","[0.0, 6969.0, 97.984570405976243, 193.17105310711671, 3885, 10.0, 36.0, 103.0, 401.0]","[0.0, 6.0, 0.61791558701285154, 0.68047677997586098, 42496, 0.0, 1.0, 1.0, 2.0]","[0.0, 122.0, 2.3768753771562934, 4.5526998441856552, 3885, 1.0, 1.0, 2.0, 9.0]","[0.0, 336.0, 1.2523388773388773, 6.729133306331998, 76911, 0.0, 0.0, 1.0, 5.0]","[0.0, 2049.0, 7.4573477442154408, 12.403391624044794, 22465, 2.0, 4.0, 10.0, 26.0]","['05db9164', 0.50019, 99999, 506]","['38a947a1', 0.10507, 99999, 501]","['d032c263', 0.03151, 96629, 42519]","['c18be181', 0.03854, 96629, 22650]","['25c83c98', 0.67119, 99999, 139]","['7e0ccccf', 0.36145, 89764, 13]","['dc7659bd', 0.01329, 99999, 7871]","['0b153874', 0.59287, 99999, 248]","['a73ee510', 0.90269, 99999, 3]","['3b08e48b', 0.21496, 99999, 11630]","['e51ddf94', 0.02485, 99999, 3842]","['6aaba33c', 0.03393, 96629, 37279]","['3516f6e6', 0.02768, 99999, 2834]","['b28479f6', 0.34637, 99999, 26]","['2d0bb053', 0.0238, 99999, 5024]","['b041b04a', 0.03393, 96629, 31151]","['e5ba7672', 0.45988, 99999, 10]","['2804effd', 0.03778, 99999, 2489]","['21ddcdc9', 0.31764, 51800, 1241]","['b1252a9d', 0.18298, 51800, 3]","['723b4dfd', 0.03393, 96629, 34593]","['ad3062eb', 0.1823, 27933, 9]","['32c7478e', 0.37349, 99999, 15]","['b34f3128', 0.06098, 96629, 11014]","['001f3601', 0.14617, 51800, 51]","['49d68486', 0.03985, 51800, 8463]"
11,"[0.0, 302.0, 3.2396174482614453, 8.1323746006598174, 42595, 0.0, 1.0, 3.0, 14.0]","[-3, 10518, 112.98562985629856, 404.23976098249938, 0, 0.0, 3, 36.0, 585.0]","[0.0, 18469.0, 17.776227915535369, 106.24325437314758, 22286, 2.0, 6.0, 16.0, 61.0]","[0.0, 406.0, 7.0045442842430488, 8.2996751208820303, 22319, 2.0, 4.0, 9.0, 24.0]","[0.0, 2414180.0, 18828.325624157234, 69442.25461011767, 2107, 784.0, 2532.0, 10008.0, 66017.699999999983]","[0.0, 19669.0, 106.22268109568786, 286.20867998982862, 21546, 8.0, 31.0, 96.0, 437.0]","[0.0, 5211.0, 13.843688208970757, 55.791328324909344, 3909, 1.0, 3.0, 10.0, 53.0]","[0.0, 1802.0, 12.985101507859479, 14.805158558388245, 56, 2.0, 8.0, 20.0, 42.0]","[0.0, 9585.0, 97.724872515350199, 201.29350254080663, 3909, 9.0, 36.0, 101.0, 395.0]","[0.0, 7.0, 0.62953801128841191, 0.67869999539250492, 42595, 0.0, 1.0, 1.0, 2.0]","[0.0, 114.0, 2.3736288895826827, 4.4914485516089782, 3909, 0.0, 1.0, 2.0, 9.0]","[0.0, 341.0, 1.196405928905601, 6.3081271437358657, 77128, 0.0, 0.0, 1.0, 5.0]","[0.0, 532.0, 7.498094747682801, 9.819328325792684, 22319, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50183, 99999, 505]","['38a947a1', 0.10271, 99999, 499]","['d032c263', 0.03127, 96676, 42331]","['c18be181', 0.03822, 96676, 22815]","['25c83c98', 0.67282, 99999, 132]","['7e0ccccf', 0.35873, 89791, 11]","['dc7659bd', 0.01173, 99999, 7848]","['0b153874', 0.59534, 99999, 250]","['a73ee510', 0.90154, 99999, 3]","['3b08e48b', 0.21383, 99999, 11662]","['e51ddf94', 0.02363, 99999, 3822]","['6aaba33c', 0.03177, 96676, 37452]","['3516f6e6', 0.02608, 99999, 2824]","['b28479f6', 0.34316, 99999, 26]","['2d0bb053', 0.02251, 99999, 5026]","['b041b04a', 0.03177, 96676, 31327]","['e5ba7672', 0.45496, 99999, 10]","['e88ffc9d', 0.0378, 99999, 2456]","['21ddcdc9', 0.32565, 52703, 1250]","['b1252a9d', 0.18641, 52703, 3]","['723b4dfd', 0.03177, 96676, 34715]","['ad3062eb', 0.1815, 27889, 11]","['32c7478e', 0.37256, 99999, 14]","['b34f3128', 0.05745, 96676, 11037]","['001f3601', 0.15163, 52703, 49]","['49d68486', 0.0399, 52703, 8563]"
12,"[0.0, 270.0, 3.3124198412423307, 8.2085980868198885, 42301, 0.0, 1.0, 3.0, 15.0]","[-2, 11937, 115.48143481434815, 414.22772269002257, 0, 0.0, 3, 36.0, 601.0]","[0.0, 45193.0, 20.048982310520181, 250.15309742454619, 21930, 2.0, 6.0, 16.0, 64.0]","[0.0, 545.0, 7.0106918238993714, 8.4652769176541494, 22089, 2.0, 4.0, 9.0, 24.0]","[0.0, 1731594.0, 19224.87462473195, 70803.564766368552, 2069, 756.0, 2514.0, 9989.0, 67533.450000000114]","[0.0, 15786.0, 107.22276617117862, 287.31289822637439, 21356, 8.0, 31.0, 97.0, 437.0]","[0.0, 3758.0, 13.883662309254726, 55.338313120742413, 3994, 1.0, 3.0, 10.0, 54.80000000000291]","[0.0, 1902.0, 13.056600564304725, 15.893612613661171, 53, 2.0, 8.0, 20.0, 43.0]","[0.0, 9154.0, 99.05174730482787, 206.19741616100737, 3994, 10.0, 36.0, 102.0, 402.0]","[0.0, 6.0, 0.64447641166071612, 0.6854207684060315, 42301, 0.0, 1.0, 1.0, 2.0]","[0.0, 113.0, 2.3855424196656423, 4.5185011635813241, 3994, 1.0, 1.0, 2.0, 9.0]","[0.0, 201.0, 1.2222949389179756, 5.4436268529460659, 77079, 0.0, 0.0, 1.0, 5.0]","[0.0, 2115.0, 7.6342959825439607, 12.635074333157521, 22089, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50028, 99999, 532]","['38a947a1', 0.10378, 99999, 497]","['d032c263', 0.03065, 96666, 42663]","['c18be181', 0.03779, 96666, 23142]","['25c83c98', 0.67284, 99999, 145]","['7e0ccccf', 0.36052, 89764, 10]","['dc7659bd', 0.01193, 99999, 7897]","['0b153874', 0.59177, 99999, 259]","['a73ee510', 0.89988, 99999, 3]","['3b08e48b', 0.21764, 99999, 11614]","['e51ddf94', 0.02338, 99999, 3887]","['dfbb09fb', 0.03065, 96666, 37858]","['3516f6e6', 0.02596, 99999, 2842]","['b28479f6', 0.3466, 99999, 25]","['2d0bb053', 0.02118, 99999, 5080]","['84898b2a', 0.03065, 96666, 31727]","['e5ba7672', 0.45464, 99999, 9]","['e88ffc9d', 0.03918, 99999, 2499]","['21ddcdc9', 0.32958, 53408, 1255]","['b1252a9d', 0.18934, 53408, 3]","['0014c32a', 0.03065, 96666, 35170]","['ad3062eb', 0.18252, 28110, 11]","['32c7478e', 0.37315, 99999, 15]","['b34f3128', 0.05606, 96666, 11276]","['001f3601', 0.15246, 53408, 47]","['49d68486', 0.03993, 53408, 8785]"
13,"[0.0, 816.0, 3.3379808706660103, 9.3574167504331456, 43123, 0.0, 1.0, 3.0, 14.0]","[-3, 12868, 113.15276152761528, 412.51222591685649, 0, 0.0, 3, 35.0, 584.0]","[0.0, 25979.0, 19.011878371625173, 141.86967881168104, 21958, 2.0, 6.0, 16.0, 64.0]","[0.0, 232.0, 7.008110435598514, 8.2832657847376758, 22198, 2.0, 4.0, 9.0, 24.0]","[0.0, 2159858.0, 19168.507914933623, 68641.561440071659, 2146, 722.0, 2574.0, 10146.0, 70008.599999999744]","[0.0, 14960.0, 109.04249117962878, 298.73293832031192, 21771, 8.0, 31.0, 98.0, 444.0]","[0.0, 4107.0, 13.553627201932287, 54.699241540293507, 3947, 1.0, 3.0, 10.0, 53.0]","[0.0, 1044.0, 12.931320165696103, 14.649232738538624, 57, 2.0, 8.0, 20.0, 42.0]","[0.0, 7081.0, 97.632449090076207, 202.94229787453028, 3947, 9.0, 36.0, 100.0, 396.0]","[0.0, 6.0, 0.65414234474998245, 0.69319624817253089, 43123, 0.0, 1.0, 1.0, 2.0]","[0.0, 111.0, 2.3380356473576813, 4.4449382369320602, 3947, 0.0, 1.0, 2.0, 9.0]","[0.0, 319.0, 1.3200974961223133, 6.6926370381253619, 77434, 0.0, 0.0, 1.0, 5.0]","[0.0, 1050.0, 7.6964049305278852, 11.652335778982586, 22198, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.49908, 99999, 564]","['38a947a1', 0.10409, 99999, 495]","['d032c263', 0.03095, 96654, 42876]","['c18be181', 0.03824, 96654, 23421]","['25c83c98', 0.6711, 99999, 139]","['7e0ccccf', 0.36578, 89800, 11]","['468a0854', 0.01175, 99999, 7919]","['0b153874', 0.59228, 99999, 251]","['a73ee510', 0.89778, 99999, 3]","['3b08e48b', 0.21885, 99999, 11609]","['e51ddf94', 0.02265, 99999, 3879]","['dfbb09fb', 0.03095, 96654, 38257]","['3516f6e6', 0.02486, 99999, 2831]","['b28479f6', 0.34191, 99999, 26]","['2d0bb053', 0.02051, 99999, 5102]","['84898b2a', 0.03095, 96654, 32169]","['e5ba7672', 0.45215, 99999, 10]","['e88ffc9d', 0.04111, 99999, 2503]","['21ddcdc9', 0.33172, 53369, 1253]","['b1252a9d', 0.18763, 53369, 3]","['0014c32a', 0.03095, 96654, 35610]","['ad3062eb', 0.18247, 27964, 10]","['32c7478e', 0.37298, 99999, 15]","['b34f3128', 0.05408, 96654, 11316]","['001f3601', 0.1525, 53369, 54]","['49d68486', 0.03964, 53369, 8823]"
14,"[0.0, 420.0, 3.3073526855553625, 8.657010246889369, 42469, 0.0, 1.0, 3.0, 14.0]","[-3, 14378, 114.9819798197982, 416.09336366856672, 0, 0.0, 3, 35.0, 599.09999999999127]","[0.0, 17815.0, 18.969607201938985, 121.93571156922637, 22020, 2.0, 6.0, 16.0, 66.0]","[0.0, 561.0, 6.9485036119711046, 8.44757385124122, 22479, 2.0, 4.0, 9.0, 24.0]","[0.0, 1903383.0, 18971.439677626942, 69097.076144790961, 2100, 671.0, 2544.0, 10016.0, 67263.199999999983]","[0.0, 53335.0, 107.30297509078167, 346.47843118884043, 21514, 8.0, 31.0, 97.0, 429.0]","[0.0, 7094.0, 13.694276528669379, 60.241140702199502, 3886, 1.0, 3.0, 10.0, 53.0]","[0.0, 1983.0, 12.913128301584761, 15.070212057673361, 47, 2.0, 8.0, 20.0, 42.0]","[0.0, 8058.0, 97.79247344271846, 201.53993932642715, 3886, 10.0, 36.0, 100.0, 395.0]","[0.0, 7.0, 0.66247175386754742, 0.69747082239991953, 42469, 0.0, 1.0, 1.0, 2.0]","[0.0, 107.0, 2.3275207308064467, 4.3712351811420156, 3886, 0.0, 1.0, 2.0, 8.0]","[0.0, 701.0, 1.1849589949398012, 6.8342877575732555, 77075, 0.0, 0.0, 1.0, 5.0]","[0.0, 1033.0, 7.7374097007223943, 10.735408390143487, 22479, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50054, 99999, 531]","['38a947a1', 0.1061, 99999, 505]","['d032c263', 0.03008, 96659, 42971]","['c18be181', 0.03757, 96659, 23610]","['25c83c98', 0.6729, 99999, 137]","['7e0ccccf', 0.36553, 90100, 12]","['468a0854', 0.01126, 99999, 7824]","['0b153874', 0.59259, 99999, 254]","['a73ee510', 0.90119, 99999, 3]","['3b08e48b', 0.21807, 99999, 11557]","['e51ddf94', 0.02043, 99999, 3852]","['dfbb09fb', 0.03008, 96659, 38715]","['3516f6e6', 0.02298, 99999, 2829]","['b28479f6', 0.33887, 99999, 25]","['2d0bb053', 0.01821, 99999, 5074]","['84898b2a', 0.03008, 96659, 32563]","['e5ba7672', 0.45764, 99999, 10]","['e88ffc9d', 0.04287, 99999, 2488]","['21ddcdc9', 0.32479, 53748, 1296]","['b1252a9d', 0.18871, 53748, 3]","['0014c32a', 0.03008, 96659, 36040]","['ad3062eb', 0.18263, 27616, 9]","['32c7478e', 0.38084, 99999, 14]","['3fdb382b', 0.05207, 96659, 11437]","['001f3601', 0.14344, 53748, 49]","['49d68486', 0.04011, 53748, 8851]"
15,"[0.0, 297.0, 3.4066145833333334, 8.8047110996492339, 42399, 0.0, 1.0, 3.0, 15.0]","[-2, 10685, 114.17031170311704, 414.73169099036073, 0, 0.0, 3, 34.0, 591.0]","[0.0, 18564.0, 19.9973451440387, 137.0513000102541, 21652, 2.0, 6.0, 16.0, 68.0]","[0.0, 558.0, 6.871290064722416, 8.4253579632201721, 22437, 2.0, 4.0, 9.0, 24.0]","[0.0, 1952658.0, 19027.542218095365, 72556.657988201681, 1996, 597.0, 2543.0, 10019.0, 64376.89999999982]","[0.0, 28676.0, 109.07196124188312, 335.3035278901657, 21151, 8.0, 31.0, 96.0, 439.0]","[0.0, 4537.0, 14.184579560693161, 56.560238236330797, 3802, 1.0, 3.0, 10.0, 55.0]","[0.0, 2023.0, 12.932650937543775, 15.323731223510356, 57, 2.0, 8.0, 20.0, 42.0]","[0.0, 5192.0, 98.570953356133771, 198.68382858787774, 3802, 10.0, 36.0, 102.0, 403.0]","[0.0, 8.0, 0.67487847222222219, 0.70961835286838781, 42399, 0.0, 1.0, 1.0, 2.0]","[0.0, 155.0, 2.405563583063921, 4.6028194448138242, 3802, 1.0, 1.0, 2.0, 9.0]","[0.0, 206.0, 1.1867806069061737, 5.315089648916544, 77063, 0.0, 0.0, 1.0, 5.0]","[0.0, 1245.0, 7.6908408756865478, 11.220493810647548, 22437, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50074, 99999, 499]","['38a947a1', 0.10325, 99999, 498]","['d032c263', 0.02889, 96669, 42885]","['c18be181', 0.03682, 96669, 23553]","['25c83c98', 0.66993, 99999, 146]","['7e0ccccf', 0.36839, 89663, 11]","['7195046d', 0.0116, 99999, 7857]","['0b153874', 0.59459, 99999, 256]","['a73ee510', 0.90283, 99999, 3]","['3b08e48b', 0.21982, 99999, 11798]","['e51ddf94', 0.02003, 99999, 3869]","['dfbb09fb', 0.02889, 96669, 38799]","['3516f6e6', 0.02254, 99999, 2822]","['07d13a8f', 0.33717, 99999, 26]","['2d0bb053', 0.01453, 99999, 5030]","['84898b2a', 0.02889, 96669, 32588]","['e5ba7672', 0.45565, 99999, 10]","['e88ffc9d', 0.04187, 99999, 2470]","['21ddcdc9', 0.32732, 54499, 1264]","['b1252a9d', 0.18911, 54499, 3]","['0014c32a', 0.02889, 96669, 36147]","['ad3062eb', 0.17986, 27355, 12]","['32c7478e', 0.38368, 99999, 14]","['3fdb382b', 0.05429, 96669, 11341]","['001f3601', 0.13588, 54499, 48]","['49d68486', 0.04257, 54499, 8816]"
16,"[0.0, 1186.0, 3.3165258297761131, 10.369274001371135, 42604, 0.0, 1.0, 3.0, 14.0]","[-3, 11864, 111.89426894268942, 406.72252732709558, 0, 0.0, 2, 34.0, 581.0]","[0.0, 18617.0, 19.276038673256956, 118.68673154320082, 21702, 2.0, 6.0, 16.0, 67.0]","[0.0, 178.0, 6.8734236036710508, 8.251106838580526, 22528, 2.0, 4.0, 9.0, 24.0]","[0.0, 2295404.0, 18729.397484199671, 69939.85174260434, 2058, 499.0, 2577.0, 10085.0, 63525.0]","[0.0, 59177.0, 112.28617028040949, 382.13129054055656, 21364, 8.0, 32.0, 99.0, 454.0]","[0.0, 3769.0, 13.805157682473027, 54.143541708924147, 3793, 1.0, 3.0, 10.0, 54.0]","[0.0, 800.0, 12.86853243413614, 14.205029609129257, 58, 2.0, 8.0, 20.0, 42.0]","[0.0, 8812.0, 99.975666798328589, 207.35058971486148, 3793, 10.0, 36.0, 103.0, 406.0]","[0.0, 8.0, 0.67561634288701111, 0.71267362936164302, 42604, 0.0, 1.0, 1.0, 2.0]","[0.0, 124.0, 2.3816290044279982, 4.5929010772737788, 3793, 1.0, 1.0, 2.0, 9.0]","[0.0, 145.0, 1.1180885553137629, 4.9961657110780457, 77482, 0.0, 0.0, 1.0, 5.0]","[0.0, 922.0, 7.7295116882446333, 11.156623969167578, 22528, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50089, 99999, 498]","['38a947a1', 0.10069, 99999, 505]","['d032c263', 0.02922, 96687, 42846]","['c18be181', 0.03736, 96687, 23684]","['25c83c98', 0.67256, 99999, 150]","['7e0ccccf', 0.37353, 89518, 11]","['7195046d', 0.01153, 99999, 7899]","['0b153874', 0.59605, 99999, 247]","['a73ee510', 0.90154, 99999, 3]","['3b08e48b', 0.22206, 99999, 11710]","['e51ddf94', 0.01984, 99999, 3865]","['dfbb09fb', 0.02922, 96687, 38977]","['3516f6e6', 0.02223, 99999, 2828]","['b28479f6', 0.33881, 99999, 26]","['d345b1a0', 0.01396, 99999, 5077]","['84898b2a', 0.02922, 96687, 32757]","['e5ba7672', 0.45772, 99999, 10]","['e88ffc9d', 0.04355, 99999, 2478]","['21ddcdc9', 0.33493, 55594, 1286]","['b1252a9d', 0.19176, 55594, 3]","['0014c32a', 0.02922, 96687, 36291]","['ad3062eb', 0.17812, 26982, 9]","['32c7478e', 0.3878, 99999, 14]","['3fdb382b', 0.05612, 96687, 11578]","['001f3601', 0.13551, 55594, 55]","['49d68486', 0.04382, 55594, 8995]"
17,"[0.0, 723.0, 3.4558286602728718, 9.8151560559703768, 42756, 0.0, 1.0, 3.0, 15.0]","[-3, 9024, 110.780017800178, 404.7939085886598, 0, 0.0, 2, 34.0, 566.0]","[0.0, 41014.0, 20.899089500441804, 215.42418482652101, 21910, 2.0, 6.0, 17.0, 70.0]","[0.0, 379.0, 6.9019069333609702, 8.4087248045737528, 22807, 2.0, 4.0, 9.0, 24.0]","[0.0, 1826987.0, 18883.886157932375, 68835.742380302574, 2109, 347.25, 2586.0, 10107.0, 66187.100000000006]","[0.0, 50208.0, 113.00616005930016, 351.90605056817623, 21753, 8.0, 32.0, 100.0, 460.75]","[0.0, 3602.0, 13.963507449477859, 54.70469237744804, 3952, 1.0, 3.0, 10.0, 55.0]","[0.0, 2247.0, 12.880942852569234, 15.766351998752803, 47, 2.0, 8.0, 20.0, 42.0]","[0.0, 11097.0, 99.906733161889491, 208.74192019818034, 3952, 10.0, 36.0, 102.0, 410.0]","[0.0, 7.0, 0.68766486732002163, 0.71779480346069191, 42756, 0.0, 1.0, 1.0, 2.0]","[0.0, 118.0, 2.3844992555727926, 4.593845163952774, 3952, 0.0, 1.0, 2.0, 9.0]","[0.0, 899.0, 1.0992433188995321, 7.8802154924908479, 77136, 0.0, 0.0, 1.0, 4.0]","[0.0, 1613.0, 7.80637889936781, 12.467464953218453, 22807, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50209, 99999, 525]","['38a947a1', 0.10005, 99999, 505]","['d032c263', 0.0287, 96707, 42655]","['c18be181', 0.03714, 96707, 23618]","['25c83c98', 0.66974, 99999, 141]","['7e0ccccf', 0.37758, 89371, 12]","['dc7659bd', 0.01129, 99999, 7879]","['0b153874', 0.59376, 99999, 260]","['a73ee510', 0.9012, 99999, 3]","['3b08e48b', 0.2194, 99999, 11717]","['e51ddf94', 0.02069, 99999, 3880]","['dfbb09fb', 0.0287, 96707, 38760]","['3516f6e6', 0.02337, 99999, 2851]","['07d13a8f', 0.33787, 99999, 26]","['d345b1a0', 0.01404, 99999, 5048]","['84898b2a', 0.0287, 96707, 32634]","['e5ba7672', 0.45432, 99999, 10]","['e88ffc9d', 0.04178, 99999, 2480]","['21ddcdc9', 0.3376, 55339, 1269]","['b1252a9d', 0.19203, 55339, 3]","['0014c32a', 0.0287, 96707, 36117]","['ad3062eb', 0.17187, 26418, 9]","['32c7478e', 0.38886, 99999, 14]","['3fdb382b', 0.05328, 96707, 11461]","['001f3601', 0.14046, 55339, 48]","['49d68486', 0.04141, 55339, 8938]"
18,"[0.0, 703.0, 3.2630050725905195, 9.8090012959302069, 42829, 0.0, 1.0, 3.0, 14.0]","[-3, 15133, 106.18966189661897, 397.10473755947123, 0, 0.0, 3, 34.0, 521.0]","[0.0, 65535.0, 22.603470132530891, 403.20574527213438, 21904, 2.0, 6.0, 16.0, 69.0]","[0.0, 132.0, 6.862909997545505, 8.0896508209114231, 22590, 2.0, 4.0, 9.0, 24.0]","[0.0, 2152707.0, 18801.293147830351, 70201.139559476942, 2103, 345.0, 2596.0, 10068.0, 64724.5]","[0.0, 26225.0, 114.48434653185866, 334.51410221952938, 22061, 8.0, 32.0, 101.0, 463.0]","[0.0, 4241.0, 13.8424517688237, 55.408085443392025, 4003, 1.0, 3.0, 10.0, 55.0]","[0.0, 360.0, 12.829639487297506, 13.469241504224607, 58, 2.0, 8.0, 20.0, 42.0]","[0.0, 7373.0, 100.67283011792158, 211.79224011350269, 4003, 10.0, 36.0, 102.0, 409.0]","[0.0, 5.0, 0.53379394787475953, 0.64200281147422278, 42829, 0.0, 0.0, 1.0, 2.0]","[0.0, 143.0, 2.367348639526647, 4.569534783050039, 4003, 0.0, 1.0, 2.0, 9.0]","[0.0, 323.0, 1.0386226356862571, 4.9487860667928114, 77318, 0.0, 0.0, 1.0, 4.0]","[0.0, 310.0, 7.8004624785231691, 10.740200225396398, 22590, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50427, 99999, 533]","['38a947a1', 0.10318, 99999, 506]","['d032c263', 0.02602, 96699, 43453]","['c18be181', 0.03405, 96699, 23622]","['25c83c98', 0.67231, 99999, 138]","['7e0ccccf', 0.37567, 89056, 11]","['dc7659bd', 0.01201, 99999, 7877]","['0b153874', 0.5946, 99999, 253]","['a73ee510', 0.901, 99999, 3]","['3b08e48b', 0.21787, 99999, 11614]","['e51ddf94', 0.02249, 99999, 3857]","['6aaba33c', 0.0302, 96699, 38959]","['3516f6e6', 0.02531, 99999, 2839]","['b28479f6', 0.34951, 99999, 25]","['2d0bb053', 0.01884, 99999, 5068]","['b041b04a', 0.0302, 96699, 32802]","['e5ba7672', 0.45436, 99999, 10]","['e88ffc9d', 0.04195, 99999, 2495]","['21ddcdc9', 0.34243, 55787, 1277]","['b1252a9d', 0.19729, 55787, 3]","['723b4dfd', 0.0302, 96699, 36380]","['ad3062eb', 0.16855, 26353, 12]","['32c7478e', 0.39916, 99999, 14]","['3fdb382b', 0.05423, 96699, 11478]","['001f3601', 0.15085, 55787, 46]","['49d68486', 0.04233, 55787, 8914]"
19,"[0.0, 337.0, 3.2473084230525648, 8.5789771170665414, 43155, 0.0, 1.0, 3.0, 14.0]","[-2, 14745, 107.65327653276533, 401.55796879166206, 0, 0.0, 3, 34.0, 527.0]","[0.0, 65535.0, 21.282025070598909, 313.06645898087066, 21740, 2.0, 6.0, 17.0, 70.0]","[0.0, 240.0, 6.8960504838896242, 8.1537935327397282, 22192, 2.0, 4.0, 9.0, 24.0]","[0.0, 2475002.0, 18968.704362402386, 69821.570088402485, 2163, 296.0, 2616.0, 10126.0, 65814.5]","[0.0, 17327.0, 114.68033092249784, 327.87041175309764, 22156, 8.0, 32.0, 100.0, 469.0]","[0.0, 5394.0, 13.744872795380052, 62.458359851923639, 3894, 1.0, 3.0, 10.0, 53.0]","[0.0, 661.0, 12.875969224920212, 14.048752173186955, 48, 2.0, 8.0, 20.0, 42.0]","[0.0, 8395.0, 98.800624317153108, 207.3502609105789, 3894, 10.0, 36.0, 100.0, 402.0]","[0.0, 7.0, 0.52682780944338892, 0.63632246426798156, 43155, 0.0, 0.0, 1.0, 2.0]","[0.0, 127.0, 2.3407002757400761, 4.5362560031932881, 3894, 0.0, 1.0, 2.0, 9.0]","[0.0, 152.0, 1.0614172523389587, 4.8402066382821891, 77660, 0.0, 0.0, 1.0, 4.0]","[0.0, 630.0, 7.8403228501291657, 11.205022547125814, 22192, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50267, 99999, 522]","['38a947a1', 0.10109, 99999, 508]","['d032c263', 0.02724, 96807, 43230]","['c18be181', 0.03573, 96807, 23662]","['25c83c98', 0.66869, 99999, 131]","['7e0ccccf', 0.37438, 89154, 11]","['dc7659bd', 0.01237, 99999, 7879]","['0b153874', 0.59332, 99999, 247]","['a73ee510', 0.89999, 99999, 3]","['3b08e48b', 0.21899, 99999, 11783]","['e51ddf94', 0.02327, 99999, 3894]","['6aaba33c', 0.02774, 96807, 38923]","['3516f6e6', 0.02568, 99999, 2849]","['b28479f6', 0.34727, 99999, 26]","['2d0bb053', 0.01704, 99999, 5051]","['b041b04a', 0.02774, 96807, 32806]","['e5ba7672', 0.45325, 99999, 10]","['e88ffc9d', 0.04343, 99999, 2485]","['21ddcdc9', 0.34352, 56306, 1276]","['b1252a9d', 0.19653, 56306, 3]","['723b4dfd', 0.02774, 96807, 36359]","['ad3062eb', 0.17394, 26646, 8]","['32c7478e', 0.39447, 99999, 14]","['3fdb382b', 0.05304, 96807, 11515]","['001f3601', 0.1503, 56306, 53]","['49d68486', 0.04081, 56306, 9017]"
